foreign,foreigncountry_cleaned,shpmtyear,country_name,country_iso3,cleaned_name,cleaned_ID,matching_score,new,old_name
Yangzhou Focus Shock Absorber,China,2019,China,CHN,Yangzhou Focus Shock Absorber,18924_CHN,100.0,0,18924_CHN
Allegionenginnering It Infra,United States,2021,United States,USA,Allegionenginnering It Infra,CHN_2932,,1,
Outdoor Elegance Melbourne,Australia,2020,Australia,AUS,Outdoor Elegance Melbourne,1477_AUS,0.0,0,1477_AUS
Flextronics Techno 13600 Logy Penang,Malaysia,2019,Malaysia,MYS,Flextronics Techno 13600 Logy Penang,CHN_2933,90.0,1,
Womens Rtw A Division Of Ralph,United States,2021,United States,USA,Womens Rtw A Division Of Ralph,CHN_2934,,1,
Holt Seafood Co. (Pty) Ltd.,Australia,2021,Australia,AUS,Holt Seafood Co (Pty) Ltd,CHN_2935,,1,
Haoxing County Jin Xianghui Textile,China,2020,China,CHN,Haoxing County Jin Xianghui Textile,CHN_2936,91.0,1,
Jiangsu Jayoo Power Engineering,China,2021,China,CHN,Jiangsu Jayoo Power Engineering,19241_CHN,,0,19241_CHN
Ip Instrument Trading,Malaysia,2021,Malaysia,MYS,Ip Instrument Trading,7978_MYS,,0,7978_MYS
Nov Petroleum Equipment Shanghai Lt,China,2019,China,CHN,Nov Petroleum Equipment Shanghai Lt,21948_CHN,0.0,0,21948_CHN
Chngzhou Machinery Equipment Imp. Ex,China,2021,China,CHN,Chngzhou Machinery Equipment Imp Ex,CHN_2937,,1,
Tangshan Goldenglebe Food,China,2020,China,CHN,Tangshan Goldenglebe Food,52017_CHN,0.0,0,52017_CHN
Marktec International Inc.,United States,2020,United States,USA,Marktec International Inc,CHN_2938,85.0,1,
Papeles Soto Imporsopapel S,Ecuador,2021,Ecuador,ECU,Papeles Soto Imporsopapel S,33_ECU,,0,33_ECU
Stretchline Hk,Hong Kong,2021,Hong Kong,HKG,Stretchline Hk,10409_HKG,,0,10409_HKG
Bw Dbl Logistica,Spain,2020,Spain,ESP,Bw Dbl Logistica,761_ESP,100.0,0,761_ESP
Zhejiang Kingtailor Garments,China,2019,China,CHN,Zhejiang Kingtailor Garments,44231_CHN,0.0,0,44231_CHN
Klarco Srl,Italy,2020,Italy,ITA,Klarco Srl,5157_ITA,0.0,0,5157_ITA
"Microcast Pte., Ltd.",Singapore,2021,Singapore,SGP,Microcast Pte Ltd,CHN_2939,,1,
Fives Landis Corp,United States,2020,United States,USA,Fives Landis Corp,25813_USA,100.0,0,25813_USA
Pacovis Osterreich Gmb H Kg,Austria,2021,Austria,AUT,Pacovis Osterreich Gmb H Kg,3653_DEU,,0,3653_DEU
Cty Tnhh Npl Giay Dahchen O B Top Units Developments Li,Vietnam,2020,Vietnam,VNM,Cty Tnhh Npl Giay Dahchen O B Top Units Developments Li,8470_VNM,0.0,0,8470_VNM
Iec 0588034495 Gstin No 09 Aabcg4768 K1 Z5,India,2019,India,IND,Iec 0588034495 Gstin No 09 Aabcg4768 K1 Z5,4822_IND,0.0,0,4822_IND
Kce Singapore Pte,Singapore,2021,Singapore,SGP,Kce Singapore Pte,CHN_2940,,1,
Amman Traders,India,2020,India,IND,Amman Traders,CHN_2941,85.0,1,
Sc Connectivity Products Pte,Singapore,2019,Singapore,SGP,Sc Connectivity Products Pte,10264_SGP,0.0,0,10264_SGP
Shenzhen Shifeng Paper Packing,China,2020,China,CHN,Shenzhen Shifeng Paper Packing,15715_CHN,100.0,0,15715_CHN
Logic Paper Sl Jaime Campmany,Spain,2020,Spain,ESP,Logic Paper Sl Jaime Campmany,940_ESP,100.0,0,940_ESP
Penguin Marine Offshore Services Pte,Singapore,2019,Singapore,SGP,Penguin Marine Offshore Services Pte,6459_SGP,0.0,0,6459_SGP
China Aluminium Industry Supply Chain T,China,2019,China,CHN,China Aluminium Industry Supply Chain T,23756_CHN,0.0,0,23756_CHN
Trevel Transportation Management,United States,2020,United States,USA,Trevel Transportation Management,CHN_2942,85.0,1,
Unito Textile,China,2019,China,CHN,Unito Textile,CHN_2943,88.0,1,
Jiangsu S S Intelligent Science,China,2020,China,CHN,Jiangsu S S Intelligent Science,CHN_2944,97.0,1,
"Di Han Co., Ltd.",Hong Kong,2019,Hong Kong,HKG,Di Han Co Ltd,CHN_2945,0.0,1,
Ningbo Luowen Imp. Exp.,China,2020,China,CHN,Ningbo Luowen Imp Exp,CHN_2946,82.0,1,
Sadia Trading,Bangladesh,2019,Bangladesh,BGD,Sadia Trading,514_BGD,100.0,0,514_BGD
Prosperity Machinery Mfrs,Hong Kong,2020,Hong Kong,HKG,Prosperity Machinery Mfrs,8525_HKG,0.0,0,8525_HKG
Anhui Aoxuan Heavy Industry Machine,China,2021,China,CHN,Anhui Aoxuan Heavy Industry Machine,CHN_2947,,1,
Type One Incident Support,United States,2020,United States,USA,Type One Incident Support,22659_USA,0.0,0,22659_USA
Videojet Technologies S Pte,United States,2021,United States,USA,Videojet Technologies S Pte,8392_SGP,,0,8392_SGP
Alamal Advance Est For Building Materials,Saudi Arabia,2020,Saudi Arabia,SAU,Alamal Advance Est For Building Materials,131_SAU,100.0,0,131_SAU
Jiaxing Hongwei Trading,China,2019,China,CHN,Jiaxing Hongwei Trading,10428_CHN,0.0,0,10428_CHN
A. S. Traders,Pakistan,2019,Pakistan,PAK,A S Traders,CHN_2948,82.0,1,
Way Out West,United States,2021,United States,USA,Way Out West,17400_USA,,0,17400_USA
Shenzhen Zhaoyuda Technology Lt,China,2020,China,CHN,Shenzhen Zhaoyuda Technology Lt,CHN_2949,85.0,1,
Oil States Qcs,United States,2019,United States,USA,Oil States Qcs,19508_USA,0.0,0,19508_USA
Shenzhen Jwei Electronics Ltd.,China,2021,China,CHN,Shenzhen Jwei Electronics Ltd,1003_CHN,,0,1003_CHN
Eco Modular Sdn Bhd,Malaysia,2021,Malaysia,MYS,Eco Modular Sdn Bhd,CHN_2950,,1,
Houng Yow Enterprise,Taiwan,2019,Taiwan,TWN,Houng Yow Enterprise,1203_TWN,100.0,0,1203_TWN
Nippon Micrometal Corporation Philippines,Philippines,2021,Philippines,PHL,Nippon Micrometal Corporation Philippines,2780_PHL,,0,2780_PHL
Qingdao Ainuo Intelligent Instrument,China,2020,China,CHN,Qingdao Ainuo Intelligent Instrument,CHN_2951,81.0,1,
Unimax Packaging Sdn Bhd,Malaysia,2019,Malaysia,MYS,Unimax Packaging Sdn Bhd,CHN_2952,83.0,1,
Xingtai City Dede Imp. Exp. Trad,China,2020,China,CHN,Xingtai City Dede Imp Exp Trad,41228_CHN,100.0,0,41228_CHN
Paramount Paper Merchants (Pty),Australia,2020,Australia,AUS,Paramount Paper Merchants (Pty),1884_AUS,0.0,0,1884_AUS
Adam Apparel,Bangladesh,2021,Bangladesh,BGD,Adam Apparel,825_BGD,,0,825_BGD
Gke Metal Logistic Pte,Singapore,2020,Singapore,SGP,Gke Metal Logistic Pte,CHN_2953,98.0,1,
Datumstruct Cfs Pte,Singapore,2020,Singapore,SGP,Datumstruct Cfs Pte,CHN_2954,89.0,1,
Jy Rhenoflex Waterproof Material,China,2020,China,CHN,Jy Rhenoflex Waterproof Material,CHN_2955,91.0,1,
Future Electronics,Singapore,2021,Singapore,SGP,Future Electronics,5950_USA,,0,5950_USA
Tesa Sarl Precision Measuring Instruments,Switzerland,2021,Switzerland,CHE,Tesa Sarl Precision Measuring Instruments,CHN_2956,,1,
Long River Label Factory,Hong Kong,2020,Hong Kong,HKG,Long River Label Factory,7238_HKG,100.0,0,7238_HKG
Vineet Mahajan Transpo Inter,Thailand,2019,Thailand,THA,Vineet Mahajan Transpo Inter,3484_THA,0.0,0,3484_THA
Pfisterer Switzerland Ag Power Cable Sys,Switzerland,2019,Switzerland,CHE,Pfisterer Switzerland Ag Power Cable Sys,1130_CHE,0.0,0,1130_CHE
"Ematco Industrial Pte., Ltd.",Singapore,2019,Singapore,SGP,Ematco Industrial Pte Ltd,CHN_2957,100.0,1,
Hangzhou Cobtter Filtration Equipm,China,2020,China,CHN,Hangzhou Cobtter Filtration Equipm,CHN_2958,87.0,1,
Abbott Diagnostics Gmb H,Germany,2019,Germany,DEU,Abbott Diagnostics Gmb H,CHN_2959,81.0,1,
Shingi Coorporation,Japan,2019,Japan,JPN,Shingi Coorporation,CHN_2960,89.0,1,
Sharp Electronic Components Korea,South Korea,2021,,,Sharp Electronic Components Korea,CHN_2961,,1,
Yang Jenq Machinery,Taiwan,2021,Taiwan,TWN,Yang Jenq Machinery,44673_CHN,,0,44673_CHN
Rasana Interational,Thailand,2020,Thailand,THA,Rasana Interational,CHN_2962,82.0,1,
"Danknight Co., Ltd.",Ghana,2019,Ghana,GHA,Danknight Co Ltd,CHN_2963,0.0,1,
Attn Jetstar Pacific Airline,Vietnam,2020,Vietnam,VNM,Attn Jetstar Pacific Airline,5500_VNM,100.0,0,5500_VNM
"Tyco Integrated Security Sl C/O Tepg Pte., Ltd.",Singapore,2021,Singapore,SGP,Tyco Integrated Security Sl C/O Tepg Pte Ltd,CHN_2964,,1,
Societe Centrale Des Boissons Gazeuses,Morocco,2020,Morocco,MAR,Societe Centrale Des Boissons Gazeuses,126_MAR,0.0,0,126_MAR
Lewei Trading Hk,Australia,2020,Australia,AUS,Lewei Trading Hk,6653_AUS,0.0,0,6653_AUS
Zhejiang Runtu,China,2019,China,CHN,Zhejiang Runtu,13255_CHN,0.0,0,13255_CHN
Matrix Tin 7729507673,Finland,2019,Finland,FIN,Matrix Tin 7729507673,295_FIN,0.0,0,295_FIN
"Kinikthai Co., Ltd.",Thailand,2019,Thailand,THA,Kinikthai Co Ltd,CHN_2965,81.0,1,
Powerchem,Thailand,2021,Thailand,THA,Powerchem,1042_THA,,0,1042_THA
Antons Mouldings (Pty) ) Ltd.,Australia,2020,Australia,AUS,Antons Mouldings (Pty) ) Ltd,1282_AUS,0.0,0,1282_AUS
Bieltex S L,Portugal,2020,Portugal,PRT,Bieltex S L,11239_USA,0.0,0,11239_USA
Sj Circle Sdn Bhd.,Malaysia,2021,Malaysia,MYS,Sj Circle Sdn Bhd,1596_MYS,,0,1596_MYS
Italtropico S A De,United States,2019,United States,USA,Italtropico S A De,10091_USA,0.0,0,10091_USA
Sam Eun Ben Tech Korea,United Kingdom,2021,United Kingdom,GBR,Sam Eun Ben Tech Korea,CHN_2966,,1,
Cdgq Cdg Quarantine,Australia,2019,Australia,AUS,Cdgq Cdg Quarantine,5681_AUS,0.0,0,5681_AUS
Xiezhuo Technology Leadonl Damiao New Distri,Hong Kong,2021,Hong Kong,HKG,Xiezhuo Technology Leadonl Damiao New Distri,CHN_2967,,1,
Cb Ceratizit Luxembourg S A,China,2021,China,CHN,Cb Ceratizit Luxembourg S A,4512_DEU,,0,4512_DEU
Shenyang Bangpin Trading,China,2020,China,CHN,Shenyang Bangpin Trading,22675_CHN,0.0,0,22675_CHN
Setsco Service Pte,Singapore,2021,Singapore,SGP,Setsco Service Pte,1665_SGP,,0,1665_SGP
Fm Supply,China,2020,China,CHN,Fm Supply,50252_CHN,0.0,0,50252_CHN
Reenergy Co.,Hong Kong,2020,Hong Kong,HKG,Reenergy Co,4152_HKG,0.0,0,4152_HKG
Sz Dongyun Textile,China,2020,China,CHN,Sz Dongyun Textile,56676_CHN,0.0,0,56676_CHN
Complete International,China,2020,China,CHN,Complete International,CHN_2968,84.0,1,
Twp,United States,2021,United States,USA,Twp,27220_USA,,0,27220_USA
Higon Enterprice,Hong Kong,2020,Hong Kong,HKG,Higon Enterprice,9143_HKG,0.0,0,9143_HKG
Itochu Plastics Pte,Singapore,2020,Singapore,SGP,Itochu Plastics Pte,3858_SGP,0.0,0,3858_SGP
Yu Yang Corp,OTH,2021,OTH,OTH,Yu Yang Corp,CHN_2969,,1,
Teria Dallas Dc,United States,2019,United States,USA,Teria Dallas Dc,CHN_2970,85.0,1,
Shaoxing County Rudaisy Imp. Exp.,China,2019,China,CHN,Shaoxing County Rudaisy Imp Exp,17705_CHN,0.0,0,17705_CHN
Evoqua Water Technologies Pte,United States,2019,United States,USA,Evoqua Water Technologies Pte,26786_USA,0.0,0,26786_USA
Surf Point Marketing,Mauritius,2021,Mauritius,MUS,Surf Point Marketing,227_MUS,,0,227_MUS
Sun Tak Industrial Group Ltd.,Hong Kong,2020,Hong Kong,HKG,Sun Tak Industrial Group Ltd,CHN_2971,93.0,1,
Taizhou Chennuo Plastic Mould,China,2020,China,CHN,Taizhou Chennuo Plastic Mould,8068_CHN,100.0,0,8068_CHN
Campbell Soup Southeast Asia Sdn Bhd,Malaysia,2019,Malaysia,MYS,Campbell Soup Southeast Asia Sdn Bhd,1781_MYS,0.0,0,1781_MYS
Great Hwang Family Enterprise,Taiwan,2020,Taiwan,TWN,Great Hwang Family Enterprise,1519_TWN,0.0,0,1519_TWN
Kyoei Corporation,Japan,2020,Japan,JPN,Kyoei Corporation,CHN_2972,86.0,1,
Agricultural Corporation Chamsari Food One,South Korea,2021,,,Agricultural Corporation Chamsari Food One,CHN_2973,,1,
Movex Services,India,2019,India,IND,Movex Services,10712_IND,0.0,0,10712_IND
Shanghai Shundi Foods,China,2021,China,CHN,Shanghai Shundi Foods,CHN_2974,,1,
Seguegems,India,2021,India,IND,Seguegems,3298_IND,,0,3298_IND
Papeles Seleccionados,Costa Rica,2019,Costa Rica,CRI,Papeles Seleccionados,CHN_2975,93.0,1,
Transmarsupply S Pte,Singapore,2020,Singapore,SGP,Transmarsupply S Pte,11321_SGP,0.0,0,11321_SGP
Atlantic Zeiser Gmb H,Germany,2019,Germany,DEU,Atlantic Zeiser Gmb H,8090_DEU,0.0,0,8090_DEU
Yangjiang Topsun Enterprise Ltd.,China,2019,China,CHN,Yangjiang Topsun Enterprise Ltd,38691_CHN,0.0,0,38691_CHN
Coloreyes Eyecare,India,2021,India,IND,Coloreyes Eyecare,3156_IND,,0,3156_IND
Nac S P Z O O,Poland,2021,Poland,POL,Nac S P Z O O,CHN_2976,,1,
Zwart Houtbewerking Bv,Netherlands,2021,Netherlands,NLD,Zwart Houtbewerking Bv,448_NLD,,0,448_NLD
Lecc Technology,Taiwan,2019,Taiwan,TWN,Lecc Technology,8337_TWN,0.0,0,8337_TWN
A V Seafood Investment Llc As Agent For,United States,2019,United States,USA,A V Seafood Investment Llc As Agent For,16757_USA,0.0,0,16757_USA
Ministry Of Health Agriculture Human Services,Turks and Caicos Islands,2021,Turks and Caicos Islands,TCA,Ministry Of Health Agriculture Human Services,CHN_2977,,1,
Oxair Gas Systems India,India,2020,India,IND,Oxair Gas Systems India,CHN_2978,98.0,1,
Agar Del Pacifico S A Industrial Chile,Chile,2020,Chile,CHL,Agar Del Pacifico S A Industrial Chile,337_CHL,0.0,0,337_CHL
Abu Dhabi Vegetable Oil Co Llc,United Arab Emirates,2021,United Arab Emirates,ARE,Abu Dhabi Vegetable Oil Co Llc,CHN_2979,,1,
Westvlaams Tegelhuis,Belgium,2021,Belgium,BEL,Westvlaams Tegelhuis,225_BEL,,0,225_BEL
Delter Corp,Puerto Rico,2021,Puerto Rico,PRI,Delter Corp,CHN_2980,,1,
Foshan Xinzhongwei Economic Trade,China,2021,China,CHN,Foshan Xinzhongwei Economic Trade,12530_CHN,,0,12530_CHN
Madni Raza Enterprise,Pakistan,2020,Pakistan,PAK,Madni Raza Enterprise,1348_PAK,100.0,0,1348_PAK
Otk Kart Asia Pte,Singapore,2019,Singapore,SGP,Otk Kart Asia Pte,12280_SGP,100.0,0,12280_SGP
Craftstone International Sdn Bhd,Malaysia,2020,Malaysia,MYS,Craftstone International Sdn Bhd,CHN_2981,84.0,1,
Hope Way Trading,Hong Kong,2021,Hong Kong,HKG,Hope Way Trading,CHN_2982,,1,
Dymax Corporation,United States,2019,United States,USA,Dymax Corporation,CHN_2983,91.0,1,
Ab Vista Asia Pte,Singapore,2020,Singapore,SGP,Ab Vista Asia Pte,CHN_2984,91.0,1,
Beta Chemicals,Pakistan,2021,Pakistan,PAK,Beta Chemicals,1049_PAK,,0,1049_PAK
Erawan Textile,Thailand,2019,Thailand,THA,Erawan Textile,1293_THA,100.0,0,1293_THA
Kendek Products Sdn Bhd,Malaysia,2020,Malaysia,MYS,Kendek Products Sdn Bhd,7065_MYS,100.0,0,7065_MYS
Spa Ausbau Gmb H,Germany,2021,Germany,DEU,Spa Ausbau Gmb H,10238_DEU,,0,10238_DEU
Aeromarine Srt,Ukraine,2019,Ukraine,UKR,Aeromarine Srt,426_UKR,0.0,0,426_UKR
Zestec Integrated Pte,Singapore,2019,Singapore,SGP,Zestec Integrated Pte,3760_SGP,100.0,0,3760_SGP
Evershine Industries,Pakistan,2019,Pakistan,PAK,Evershine Industries,811_PAK,100.0,0,811_PAK
Quadient International Supply,United Kingdom,2021,United Kingdom,GBR,Quadient International Supply,CHN_2985,,1,
Keiwa Fine Material,Japan,2020,Japan,JPN,Keiwa Fine Material,4961_JPN,0.0,0,4961_JPN
All Nippon Airways 354 Hanedaairport,Japan,2019,Japan,JPN,All Nippon Airways 354 Hanedaairport,2874_JPN,0.0,0,2874_JPN
Guangzhou Numega Nutrition,China,2020,China,CHN,Guangzhou Numega Nutrition,33602_CHN,0.0,0,33602_CHN
Doka Iplik As Telsiz Mh,Turkey,2019,Turkey,TUR,Doka Iplik As Telsiz Mh,1638_TUR,0.0,0,1638_TUR
Jeroen Versloot Po Box 1079 7301 Bh Apeldoorn An,Netherlands,2019,Netherlands,NLD,Jeroen Versloot Po Box 1079 7301 Bh Apeldoorn An,2712_NLD,0.0,0,2712_NLD
Crown Paper Mills,United Arab Emirates,2019,United Arab Emirates,ARE,Crown Paper Mills,CHN_2986,82.0,1,
The Nawaplastic Industries Saraburi,Thailand,2019,Thailand,THA,The Nawaplastic Industries Saraburi,4479_THA,100.0,0,4479_THA
P S Sports,Hong Kong,2020,Hong Kong,HKG,P S Sports,1189_HKG,0.0,0,1189_HKG
Lx Chemical,Hong Kong,2021,Hong Kong,HKG,Lx Chemical,CHN_2987,,1,
Tianjin Xingao Equipment Mfg.,China,2020,China,CHN,Tianjin Xingao Equipment Mfg,CHN_2988,83.0,1,
Reichledemassari Far East Pte,Singapore,2020,Singapore,SGP,Reichledemassari Far East Pte,CHN_2989,90.0,1,
Henan Go Biotech,China,2020,China,CHN,Henan Go Biotech,CHN_2990,81.0,1,
Majd Food Co. K S C C,Kuwait,2020,Kuwait,KWT,Majd Food Co K S C C,CHN_2991,95.0,1,
Scala Luxury Att Oliver Bowien,United States,2019,United States,USA,Scala Luxury Att Oliver Bowien,15420_USA,0.0,0,15420_USA
Al Massria For Imp. Exp. Walied Mostafa,Egypt,2019,Egypt,EGY,Al Massria For Imp Exp Walied Mostafa,1142_EGY,0.0,0,1142_EGY
Ykk Ap,Japan,2019,Japan,JPN,Ykk Ap,4849_JPN,100.0,0,4849_JPN
Global Drilling Exploration Group,Papua New Guinea,2020,Papua New Guinea,PNG,Global Drilling Exploration Group,278_PNG,0.0,0,278_PNG
Chorma Gas Sdn Bhd,Malaysia,2019,Malaysia,MYS,Chorma Gas Sdn Bhd,CHN_2992,94.0,1,
Linyi Haobang International Trade Lt,China,2020,China,CHN,Linyi Haobang International Trade Lt,CHN_2993,87.0,1,
Shenzhen Talfook Logistics,China,2020,China,CHN,Shenzhen Talfook Logistics,1696_CHN,0.0,0,1696_CHN
Latintex S A Nit 41179463,Guatemala,2020,Guatemala,GTM,Latintex S A Nit 41179463,204_GTM,0.0,0,204_GTM
Saint Gobain Advance Ceramic,United States,2020,United States,USA,Saint Gobain Advance Ceramic,25898_USA,0.0,0,25898_USA
Casa International N V S A,Belgium,2020,Belgium,BEL,Casa International N V S A,CHN_2994,92.0,1,
Arkema Srl S.U.,Italy,2019,Italy,ITA,Arkema Srl Su,CHN_2995,87.0,1,
Elite Packaging Pte,Singapore,2021,Singapore,SGP,Elite Packaging Pte,CHN_2996,,1,
Al Safeer International,United Arab Emirates,2020,United Arab Emirates,ARE,Al Safeer International,2049_ARE,0.0,0,2049_ARE
Bekaert International Americas,Canada,2021,Canada,CAN,Bekaert International Americas,CHN_2997,,1,
Long Fine Hospitality Supplies (Pty),Australia,2019,Australia,AUS,Long Fine Hospitality Supplies (Pty),277_AUS,0.0,0,277_AUS
Perry Uniforms,United Kingdom,2021,United Kingdom,GBR,Perry Uniforms,CHN_2998,,1,
Wwg Middle East Apparel Trading Llc,United Arab Emirates,2019,United Arab Emirates,ARE,Wwg Middle East Apparel Trading Llc,629_ARE,0.0,0,629_ARE
Compostion Hospitality,United States,2020,United States,USA,Compostion Hospitality,CHN_2999,98.0,1,
Xiamen Trans China Development,China,2021,China,CHN,Xiamen Trans China Development,4580_CHN,,0,4580_CHN
Junxian Universe Foodstuffs,China,2021,China,CHN,Junxian Universe Foodstuffs,30581_CHN,,0,30581_CHN
Im Innovating,Netherlands,2021,Netherlands,NLD,Im Innovating,CHN_3000,,1,
Osasuna Participa Acoes Ltda,Brazil,2021,Brazil,BRA,Osasuna Participa Acoes Ltda,164_BRA,,0,164_BRA
E Spring Silicone Products Factory,China,2020,China,CHN,E Spring Silicone Products Factory,54509_CHN,0.0,0,54509_CHN
Kennedy Blue Jv,United States,2019,United States,USA,Kennedy Blue Jv,171_USA,100.0,0,171_USA
Daika Japan,Japan,2019,Japan,JPN,Daika Japan,CHN_3001,86.0,1,
Geemay International,China,2019,China,CHN,Geemay International,CHN_3002,83.0,1,
Dow Agrosciences Thailand Ltd.,Thailand,2021,Thailand,THA,Dow Agrosciences Thailand Ltd,37_THA,,0,37_THA
Celulosas Vascas S L,Spain,2020,Spain,ESP,Celulosas Vascas S L,143_ESP,0.0,0,143_ESP
K I International,Japan,2019,Japan,JPN,K I International,CHN_3003,83.0,1,
13 Parc Na Silla Rise,Ireland,2020,Ireland,IRL,13 Parc Na Silla Rise,244_IRL,0.0,0,244_IRL
"T.D Williamson Asia Pacific Pte., Ltd.",Singapore,2019,Singapore,SGP,Td Williamson Asia Pacific Pte Ltd,CHN_3004,0.0,1,
Rui Nian Holdings Hong Kong Ltd.,Hong Kong,2020,Hong Kong,HKG,Rui Nian Holdings Hong Kong Ltd,CHN_3005,84.0,1,
Jinhua Touhe Printing,China,2019,China,CHN,Jinhua Touhe Printing,16811_CHN,0.0,0,16811_CHN
Formulatrix Be,Belgium,2021,Belgium,BEL,Formulatrix Be,762_BEL,,0,762_BEL
Plaloc Asia Thailand,Thailand,2019,Thailand,THA,Plaloc Asia Thailand,5008_THA,100.0,0,5008_THA
Sparkle Textile Hk Ltd.,China,2020,China,CHN,Sparkle Textile Hk Ltd,5933_HKG,100.0,0,5933_HKG
Sindh Chai House,Pakistan,2020,Pakistan,PAK,Sindh Chai House,585_PAK,0.0,0,585_PAK
Windhoek B V,Netherlands Antilles,2019,Netherlands Antilles,ANT,Windhoek B V,43_ANT,0.0,0,43_ANT
Royalty Electronics Shanghai,China,2019,China,CHN,Royalty Electronics Shanghai,CHN_3006,95.0,1,
Upl Vietnam,Vietnam,2020,Vietnam,VNM,Upl Vietnam,CHN_3007,83.0,1,
Volpak S A Unipersonal,Spain,2021,Spain,ESP,Volpak S A Unipersonal,CHN_3008,,1,
Zhengzhou Goldengrain Equipmen,China,2021,China,CHN,Zhengzhou Goldengrain Equipmen,CHN_3009,,1,
Hexagon Electric Industrial,Taiwan,2021,Taiwan,TWN,Hexagon Electric Industrial,6574_TWN,,0,6574_TWN
Littel Fuse Triad,South Korea,2021,,,Littel Fuse Triad,CHN_3010,,1,
Losta Co.,Taiwan,2021,Taiwan,TWN,Losta Co,CHN_3011,,1,
Mcnichols,United States,2019,United States,USA,Mcnichols,21986_USA,100.0,0,21986_USA
Interwell Australia (Pty),Australia,2020,Australia,AUS,Interwell Australia (Pty),CHN_3012,86.0,1,
L T Display Technology Fujian,China,2020,China,CHN,L T Display Technology Fujian,CHN_3013,83.0,1,
Furukawa Sangyo Kaisha Malaysia Sdn Bh,Malaysia,2019,Malaysia,MYS,Furukawa Sangyo Kaisha Malaysia Sdn Bh,8195_MYS,0.0,0,8195_MYS
Yu Cai Tang Biotech Food,Taiwan,2020,Taiwan,TWN,Yu Cai Tang Biotech Food,3483_TWN,0.0,0,3483_TWN
Kms Dg Ug Haftungsbeschrankt,Germany,2019,Germany,DEU,Kms Dg Ug Haftungsbeschrankt,651_DEU,100.0,0,651_DEU
Kurabe Industrial Vietnam,Vietnam,2019,Vietnam,VNM,Kurabe Industrial Vietnam,CHN_3014,85.0,1,
Coco Chic,Maldives,2019,Maldives,MDV,Coco Chic,480_MDV,0.0,0,480_MDV
Shanghai Tofflon Science Techno,China,2021,China,CHN,Shanghai Tofflon Science Techno,CHN_3015,,1,
Shenghuixing Trade,China,2019,China,CHN,Shenghuixing Trade,CHN_3016,85.0,1,
Shenzhen Longkanghui Imp. Exp. C,China,2020,China,CHN,Shenzhen Longkanghui Imp Exp C,CHN_3017,83.0,1,
Bb Uk,United Kingdom,2020,United Kingdom,GBR,Bb Uk,425_GBR,0.0,0,425_GBR
Nippon Shokubai,Japan,2021,Japan,JPN,Nippon Shokubai,2429_JPN,,0,2429_JPN
Konrad Marine,United States,2021,United States,USA,Konrad Marine,19227_USA,,0,19227_USA
Ceylon Grain Elevators Plc,Sri Lanka,2020,Sri Lanka,LKA,Ceylon Grain Elevators Plc,458_LKA,0.0,0,458_LKA
Rs Hughes,United States,2020,United States,USA,Rs Hughes,CHN_3018,84.0,1,
Nestler Yarns Private Ltd.,India,2019,India,IND,Nestler Yarns Private Ltd,3902_IND,0.0,0,3902_IND
Thai Nisshin Technomic,Thailand,2020,Thailand,THA,Thai Nisshin Technomic,4485_THA,0.0,0,4485_THA
Rizhao Shengshi International Trading,China,2019,China,CHN,Rizhao Shengshi International Trading,CHN_3019,89.0,1,
Nachi Technology India Private Ltd.,India,2019,India,IND,Nachi Technology India Private Ltd,657_IND,100.0,0,657_IND
H M Mauirtz Mauritz Gbc Ab,Switzerland,2021,Switzerland,CHE,H M Mauirtz Mauritz Gbc Ab,CHN_3020,,1,
Boonyium Associated,Thailand,2020,Thailand,THA,Boonyium Associated,3054_THA,0.0,0,3054_THA
Panasonic Photo Lighting Hongkong,Hong Kong,2021,Hong Kong,HKG,Panasonic Photo Lighting Hongkong,CHN_3021,,1,
Polyvision N V,Belgium,2019,Belgium,BEL,Polyvision N V,1606_BEL,0.0,0,1606_BEL
Ihlas Ev Aletleri Iml Sanayi Ve Tic A S,Turkey,2019,Turkey,TUR,Ihlas Ev Aletleri Iml Sanayi Ve Tic A S,2350_TUR,0.0,0,2350_TUR
Dic Graphics Thailand,Thailand,2019,Thailand,THA,Dic Graphics Thailand,698_THA,0.0,0,698_THA
Agd Asia,Hong Kong,2019,Hong Kong,HKG,Agd Asia,6582_HKG,0.0,0,6582_HKG
Dongying Wanhe Rubber Plastic,China,2020,China,CHN,Dongying Wanhe Rubber Plastic,CHN_3022,95.0,1,
Leader Imp. Exp.,Mauritius,2019,Mauritius,MUS,Leader Imp Exp,159_MUS,100.0,0,159_MUS
Cong Ty Thnhh Pou Phong O B Idea Macao Commercial Offs,Vietnam,2020,Vietnam,VNM,Cong Ty Thnhh Pou Phong O B Idea Macao Commercial Offs,6685_VNM,0.0,0,6685_VNM
Asia Optical International,Hong Kong,2019,Hong Kong,HKG,Asia Optical International,3079_HKG,100.0,0,3079_HKG
